-1.630430538209882464e-03,-1.125011384492354688e-02,4.558270054145084800e-03
-1.179908040249876911e-03,-1.599260797857717659e-02,4.228700289448041223e-03
-1.720336423461632557e-03,-1.189343477407076195e-02,4.737457988627647235e-03
-3.203442839229825746e-03,-1.149764152762575327e-02,6.485696316638073396e-03
-2.566774441045561583e-03,-1.140097258874417027e-02,6.237522765910439790e-03
-1.143798904969512645e-03,-1.615319445936954854e-02,4.476043559166197582e-03
-1.847754352813599146e-03,-1.165196630983426386e-02,4.505191523189663871e-03
-1.669079961610447482e-03,-1.288368282322908433e-02,4.626234459595257587e-03
-2.638141134837937787e-03,-1.143620120421779719e-02,6.241854321926951915e-03
-1.816451351873195471e-03,-1.134742634939950486e-02,5.948759185011667089e-03
-3.383252486623841704e-03,-1.147807231459978088e-02,6.724522778449340717e-03
-5.203653572488317093e-03,-1.147247687730261999e-02,7.605389238156035417e-03
-2.847188516597709985e-03,-1.155344876235033652e-02,6.379673508277320174e-03
-2.069081334667938286e-03,-1.129787099436631304e-02,6.014260864155737858e-03
-3.579796435532293496e-03,-1.128017262008789746e-02,6.870140163608260027e-03
-1.741980794192984341e-03,-1.152283988418474452e-02,4.694272221134845879e-03
-1.853074178193297485e-03,-1.147093926784995346e-02,4.600567204938283208e-03
-2.438696630251160902e-03,-1.138197288277324921e-02,6.229752475251336408e-03
-1.732067364979211245e-03,-1.129273683413442933e-02,5.917869441725954506e-03
-1.773793385735121433e-03,-1.149675544722566188e-02,4.704865527673598308e-03
-1.915808512028269140e-03,-1.157760545545074259e-02,4.702410527511395426e-03
-1.716051206732892428e-03,-1.137194893901027730e-02,4.655355008937097500e-03
-1.188340146184961458e-03,-1.605977196621330774e-02,4.487002940139222032e-03
-1.241403045792207997e-03,-1.642157539855076606e-02,4.484269840357956761e-03
-1.888052806945938545e-03,-1.167881739926519315e-02,4.572998245790186808e-03
-1.673537039170709759e-03,-1.273300970003437942e-02,4.569690637041254333e-03
-3.249382114243218930e-03,-1.125959810765115102e-02,6.642010212586873727e-03
-1.202717523574576772e-03,-1.615627497381023903e-02,4.469223756118409670e-03
-1.800119812956627562e-03,-1.174279706639417067e-02,4.772960348843364488e-03
-4.141222200239426561e-03,-1.181791899744294785e-02,7.028908916165133719e-03
-2.532882473052829736e-03,-1.143022014690821958e-02,6.252243860513229459e-03
-2.874308123242162900e-03,-1.121187258310902407e-02,6.552945498715911574e-03
-3.782169698916842526e-03,-1.154133001958532537e-02,6.869693180705638454e-03
-4.985773083148443627e-03,-1.165221745484768673e-02,7.450957826994063747e-03
-4.488450047139122198e-03,-1.133454925913835246e-02,7.323900926231117353e-03
-2.879750955701082006e-03,-1.121204717540327800e-02,6.534281733509392405e-03
-3.906473442349363452e-03,-1.135021651098820986e-02,7.056599653843756252e-03
-5.125000377290918341e-03,-1.165331794288282721e-02,7.588961731848868804e-03
-1.949110525786915083e-03,-1.160784688207996788e-02,4.686722417601377894e-03
-1.507811762780212868e-03,-1.126678137160283880e-02,4.654064285099828585e-03
-1.630293188603167912e-03,-1.133071497970665996e-02,4.709009886773098640e-03
-4.485682266169362976e-03,-1.162649476095116777e-02,7.199640738093635896e-03
-6.848366928015449037e-03,-1.159269772220026563e-02,8.490052800264919972e-03
-5.105476436269468753e-03,-1.102370651936285771e-02,7.523267227025556489e-03
-2.747134299496134090e-03,-1.114730937296254387e-02,6.476376123575087497e-03
-1.627813012900802261e-03,-1.131810464209800568e-02,4.707912764796291262e-03
-1.869704074498060309e-03,-1.168596042093699230e-02,4.737546054543221100e-03
-1.845801753785586896e-03,-1.126320763897051616e-02,4.649674916141250877e-03
-2.866694530063375063e-03,-1.123421025399532792e-02,6.481967463243387163e-03
